Gender,Category,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Feature_1,Feature_2,Material_2,Feature_3,Feature_4,Feature_5,Material_3,Material_4,Material_5,Material_6,Feature_6,Feature_7,Feature_8,Material_7,Material_8,Feature_9
women,"Pants,Leggings & Tights",2019-09-01,32,CALIA by Carrie Underwood Women's Energize Capris,underwood,25.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-capris-18ca2wnrgzcprtrmdapb/18ca2wnrgzcprtrmdapb,all/any Spandex,蒸發性涼感,結構性透氣,Spandex 11~20%,涼爽透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,Pants,2019-09-01,33,Nike Women's Sportswear Jersey Pants,nike,45.00,https://www.dickssportinggoods.com/p/nike-womens-sportswear-jersey-pants-19nikwjrsypntxxxxapb/19nikwjrsypntxxxxapb,Rayon Blended,,,Polyester Blended,,,,Cotton Blended,,,,,,,,,
women,Pants,2019-09-01,34,Nike Women's Dri-FIT Rebel Fleece 7/8 Training Pants,nike,44.99,https://www.dickssportinggoods.com/p/nike-womens-dri-fit-rebel-fleece-7-8-training-pants-19nikwrblthrmpntxapb/19nikwrblthrmpntxapb,100% Polyester,刷毛布,單向導溼快乾,,,,,,,,,,,,,,
women,Pants,2019-09-01,35,DSG Women's Everyday Jogger Pants,dsg_outerwear,20.97,https://www.dickssportinggoods.com/p/dsg-womens-everyday-jogger-pants-19qyfw247jggrhthrwaa/19qyfw247jggrhthrwaa,Cotton Blended,,,Polyester Blended,,,,,,,,,,,,,
women,Pants,2019-09-01,36,Nike Women's 30” Woven Flex Golf Pants,nike,35.97,https://www.dickssportinggoods.com/p/nike-womens-30-woven-flex-golf-pants-17nikwwnkflxpntwvapb/17nikwwnkflxpntwvapb,100% Polyester,單向導溼快乾,,,,,,,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-01,37,CALIA by Carrie Underwood Women's Essential No Seam Capris,underwood,45,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-no-seam-capris-18ca2wssntlcprxxxapb/18ca2wssntlcprxxxapb,Spandex 11~20%,蒸發性涼感,一體成型,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,Pants,2019-09-01,38,Nike Women's Therma Training Pants,nike,13.97,https://www.dickssportinggoods.com/p/nike-womens-therma-training-pants-18nikwxtthrmpntxxapb/18nikwxtthrmpntxxapb,Cotton Blended,保暖禦寒,,Polyester Blended,,,,,,,,,,,,,
women,Pants,2019-09-01,39,CALIA by Carrie Underwood Women's Effortless Drawstring Pants,calia_by_carrie_underwood,45,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-effortless-drawstring-pants-17ca2wlngpntwdlgtapb/17ca2wlngpntwdlgtapb,all/any Spandex,抗菌功能,蒸發性涼感,Cotton Blended,單向導溼快乾,,,Rayon Blended,Spandex <= 10%,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-01,40,CALIA by Carrie Underwood Women's Energize Crop Tights,calia_by_carrie_underwood,44.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-crop-tights-17ca2wlghtwghtprfapb/17ca2wlghtwghtprfapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,Pants,2019-09-01,41,The North Face Women's Sally Ski Pant,the_north_face,60.97,https://www.dickssportinggoods.com/p/the-north-face-womens-sally-ski-pant-17tnowwsllypntxxxaoa/17tnowwsllypntxxxaoa,100% Polyester,防風機能,防水,,化纖素材,透濕,,,,,,,,,,,
women,Pants,2019-09-01,42,CALIA by Carrie Underwood Women's Heather Essential No Seam Capris,underwood,60.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-heather-essential-no-seam-capris-18ca2wssntlcprpdtapb/18ca2wssntlcprpdtapb,Polyamide(Nylon) Blended,抗菌功能,單向導溼快乾,Spandex 11~20%,蒸發性涼感,結構性透氣,一體成型,all/any Spandex,,,,,,,,,
women,Pants,2019-09-01,43,Champion Women's PowerBlend Fleece Jogger,champion,29.98,https://www.dickssportinggoods.com/p/champion-womens-powerblend-fleece-jogger-19chawpwrblndjggrapb/19chawpwrblndjggrapb,Polyester Blended,刷毛布,,Cotton Blended,,,,,,,,,,,,,
women,Pants,2019-09-01,44,CALIA by Carrie Underwood Women's Printed Filament Capris,underwood,32.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-printed-filament-capris-18ca2wflmntcprxxxapbc/18ca2wflmntcprxxxapbc,Polyester Blended,抗菌功能,蒸發性涼感,all/any Spandex,涼爽透氣,結構性透氣,單向導溼快乾,Spandex <= 10%,,,,,,,,,
women,Pants,2019-09-01,45,Lady Hagen Women's Best Golf Rain Pants,hagen,41.98,https://www.dickssportinggoods.com/p/lady-hagen-womens-best-golf-rain-pants-19lhawbstrnpntxxxapo/19lhawbstrnpntxxxapo,100% Polyester,涼爽透氣,防水,,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-01,46,Nike One Women's Sculpt Victory Cropped Legging,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-one-womens-sculpt-victory-cropped-legging-18nikwsclptvctrycapb/18nikwsclptvctrycapb,,結構性透氣,提升運動效能設計,,單向導溼快乾,,,,,,,,,,,,
women,Leggings & Tights,2019-09-01,47,CALIA by Carrie Underwood Women's Essential Leggings,calia_by_carrie_underwood,65,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-leggings-17ca2wbsclggngxxxapb/17ca2wbsclggngxxxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-01,48,CALIA by Carrie Underwood Women's Essential Tight Fit Printed Capris,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-tight-fit-printed-capris-16ca2wclssntltghtapbxxg/16ca2wclssntltghtapbxxg,all/any Spandex,蒸發性涼感,四面彈,Spandex <= 10%,單向導溼快乾,反光功能,舒適平滑縫合,Polyester Blended,,,,抗菌功能,,,,,
women,Pants,2019-09-01,49,Under Armour Women's Play Up Twist Print Pants,under_armour,26.99,https://www.dickssportinggoods.com/p/under-armour-womens-play-up-twist-print-pants-17uarwplyppnttwstapb/17uarwplyppnttwstapb,100% Polyester,輕量,抗菌功能,,單向導溼快乾,超輕量,,,,,,,,,,,
women,Pants,2019-09-01,50,adidas Originals Women's Track Pants,adidas,65,https://www.dickssportinggoods.com/p/adidas-originals-womens-track-pants-17jqqwrgnlssp18trapb/17jqqwrgnlssp18trapb,Cotton Blended,,,Polyester Blended,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-01,51,adidas Women's Changeover High Rise 7/8 Tights,adidas,19.97,https://www.dickssportinggoods.com/p/adidas-womens-changeover-high-rise-7-8-tights-18adiwhrchngvr78tapb/18adiwhrchngvr78tapb,all/any Spandex,提升運動效能設計,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,Pants,2019-09-01,52,Under Armour Women's Play Up Pants,under_armour,26.99,https://www.dickssportinggoods.com/p/under-armour-womens-play-up-pants-17uarwplyppntsldxapb/17uarwplyppntsldxapb,100% Polyester,抗菌功能,單向導溼快乾,,,,,,,,,,,,,,
women,Pants,2019-09-01,53,adidas Women's Essentials 3-Stripe Cotton Fleece Jogger Pants,adidas,34.98,https://www.dickssportinggoods.com/p/adidas-womens-essentials-3-stripe-cotton-fleece-jogger-pants-19adiwssntls3sflcapb/19adiwssntls3sflcapb,Cotton Blended,刷毛布,保暖禦寒,,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-01,54,Women's Nike Dri-FIT Power 7/8 Training Legging,nike,44.97,https://www.dickssportinggoods.com/p/womens-nike-dri-fit-power-7-8-training-legging-19nikwlttctghtxxxapb/19nikwlttctghtxxxapb,Spandex >= 21%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Pants,2019-09-01,55,Reebok Women's 24/7 Tulip Hem Pants,reebok,10.97,https://www.dickssportinggoods.com/p/reebok-womens-24-7-tulip-hem-pants-18rbkw247tlphmpntapb/18rbkw247tlphmpntapb,Spandex 11~20%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Pants,2019-09-01,56,Under Armour Women's Armour Fleece Jogger Pants,under_armour,41.25,https://www.dickssportinggoods.com/p/under-armour-womens-armour-fleece-jogger-pants-18uarwrmrflcjggrxapb/18uarwrmrflcjggrxapb,100% Polyester,四面彈,刷毛布,,涼爽透氣,保暖禦寒,單向導溼快乾,,,,,,,,,,
women,Pants,2019-09-01,57,The North Face Women's Wander Way Ankle Pants,the_north_face,39,https://www.dickssportinggoods.com/p/the-north-face-womens-wander-way-ankle-pants-19tnowwwndrnklpntapb/19tnowwwndrnklpntapb,Spandex >= 21%,防水,撥水,all/any Spandex,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-01,58,Women's Nike Pro Heatherized 7/8 Leggings,nike,37.99,https://www.dickssportinggoods.com/p/womens-nike-pro-heatherized-7-8-leggings-19nikwhthrzd78thtapb/19nikwhthrzd78thtapb,all/any Spandex,涼爽透氣,結構性透氣,Polyester Blended,,,,Spandex 11~20%,,,,,,,,,
women,Leggings & Tights,2019-09-01,59,CALIA by Carrie Underwood Women's Essential Filament Leggings,underwood,33.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-filament-leggings-18ca2wflmntlggngxapb/18ca2wflmntlggngxapb,Spandex 11~20%,結構性透氣,蒸發性涼感,all/any Spandex,抗菌功能,單向導溼快乾,,Polyamide(Nylon) Blended,,,,,,,,,
women,Pants,2019-09-01,60,prAna Women's Halle Pants,prana,85,https://www.dickssportinggoods.com/p/prana-womens-halle-pants-16prawhllpntxxxxxapb/16prawhllpntxxxxxapb,all/any Spandex,撥水,,100% Polyester,,,,Polyamide(Nylon) Blended,Spandex <= 10%,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-01,61,Nike Women's Pro Crop Tights,nike,33.75,https://www.dickssportinggoods.com/p/nike-womens-pro-crop-tights-18nikwprcrpxxxxxxapb/18nikwprcrpxxxxxxapb,Spandex 11~20%,,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-01,62,CALIA by Carrie Underwood Women's Essential 7/8 Wrap Leggings,underwood,27.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-7-8-wrap-leggings-18ca2w78wrplggngxapb/18ca2w78wrplggngxapb,Spandex 11~20%,結構性透氣,蒸發性涼感,all/any Spandex,抗菌功能,單向導溼快乾,,Polyamide(Nylon) Blended,Polyester Blended,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-01,63,DSG Women's Jogger Capris,dsg_outerwear,17.98,https://www.dickssportinggoods.com/p/dsg-womens-jogger-capris-19qyfwppcprjggrxxwaa/19qyfwppcprjggrxxwaa,Cotton Blended,保暖禦寒,,Polyester Blended,,,,,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-01,64,Nike One Women's Training Crop Tights,nike,37.50,https://www.dickssportinggoods.com/p/nike-one-womens-training-crop-tights-18nikwllncrpxxxxxapb/18nikwllncrpxxxxxapb,,,,,,,,,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-01,65,Under Armour Women's HeatGear Armour Hi-Rise Capri Leggings,under_armour,24.50,https://www.dickssportinggoods.com/p/under-armour-womens-heatgear-armour-hi-rise-capri-leggings-19uarwhgrmrhrscprapb/19uarwhgrmrhrscprapb,Spandex 11~20%,提升運動效能設計,人體工學舒適設計,all/any Spandex,四面彈,單向導溼快乾,舒適平滑縫合,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-01,66,CALIA by Carrie Underwood Women's Energize Printed Tulip Hem 7/8 Leggings,underwood,38.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-printed-tulip-hem-7-8-leggings-19ca2wnvltycprxxxapb/19ca2wnvltycprxxxapb,all/any Spandex,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,Spandex >= 21%,,,,,,,,,
women,Leggings & Tights,2019-09-01,67,Carhartt Women's Force Utility Knit Leggings,carhartt,59.99,https://www.dickssportinggoods.com/p/carhartt-womens-force-utility-knit-leggings-17cttwwfrctltylggapb/17cttwwfrctltylggapb,all/any Spandex,異味控制,單向導溼快乾,Spandex <= 10%,,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-09-01,68,CALIA by Carrie Underwood Women's Energize Spliced 7/8 Leggings,underwood,34.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-spliced-7-8-leggings-18ca2wnrgz78splcdapb/18ca2wnrgz78splcdapb,Spandex 11~20%,蒸發性涼感,單向導溼快乾,all/any Spandex,抗菌功能,超輕量,輕量,Polyamide(Nylon) Blended,,,,,,,,,
women,Pants,2019-09-01,69,Nike Women's Sportswear Rally Sweatpants,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-womens-sportswear-rally-sweatpants-18nikwrllylspntxxapb/18nikwrllylspntxxapb,Cotton Blended,刷毛布,,Rayon Blended,,,,Polyester Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-01,70,CALIA by Carrie Underwood Women's Twist Capris,underwood,32.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-twist-capris-18ca2wtwstcprxxxxapb/18ca2wtwstcprxxxxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,Polyamide(Nylon) Blended,涼爽透氣,結構性透氣,單向導溼快乾,all/any Spandex,,,,,,,,,
women,Pants,2019-09-01,71,CALIA by Carrie Underwood Women's Journey Side Tie Jogger Pants,underwood,60.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-journey-side-tie-jogger-pants-19ca2wsdtlngjggrxapb/19ca2wsdtlngjggrxapb,Polyester Blended,環保訴求,,Green Cellulose,,,,Modal Blended,,,,,,,,,
women,Pants,2019-09-01,72,Nike Women's Plus Size Rally Joggers,nike,33.97,https://www.dickssportinggoods.com/p/nike-womens-plus-size-rally-joggers-18nikwxtrllyjggrxapb/18nikwxtrllyjggrxapb,Cotton Blended,刷毛布,,Rayon Blended,,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-01,73,Reebok Women's Performance Color Block Ankle Tights,reebok,40.00,https://www.dickssportinggoods.com/p/reebok-womens-performance-color-block-ankle-tights-18rbkwprfrmncclrbapb/18rbkwprfrmncclrbapb,Polyester Blended,結構性透氣,涼爽透氣,all/any Spandex,單向導溼快乾,,,Spandex 11~20%,,,,,,,,,
women,Pants,2019-09-01,74,adidas Women's 3-Stripe Tricot Joggers,adidas,40,https://www.dickssportinggoods.com/p/adidas-womens-3-stripe-tricot-joggers-19adiw3strctjggrxapb/19adiw3strctjggrxapb,Recycled Polyester / PET,環保訴求,,Polyester Blended,,,,Recycled Polyester & Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-01,75,CALIA by Carrie Underwood Women's Heather Filament Capris,underwood,32.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-heather-filament-capris-18ca2wflmntcprxxxapba/18ca2wflmntcprxxxapba,Spandex 11~20%,蒸發性涼感,涼爽透氣,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,Polyester Blended,,,,,,,,
women,Leggings & Tights,2019-09-01,76,adidas Originals Women's 70's Tights,adidas,29.99,https://www.dickssportinggoods.com/p/adidas-originals-womens-70s-tights-19adiwrgnls70s3stapb/19adiwrgnls70s3stapb,all/any Spandex,,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,Leggings & Tights,2019-09-01,77,CALIA by Carrie Underwood Women's Essential Heather Leggings,underwood,52.5,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-heather-leggings-17ca2wbsclggngxxxapba/17ca2wbsclggngxxxapba,Spandex 11~20%,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,蒸發性涼感,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,10,Nike Women's Pro Training Tights,nike,37.50,https://www.dickssportinggoods.com/p/nike-womens-pro-training-tights-18nikwprtghtxxxxxapba/18nikwprtghtxxxxxapba,Spandex 11~20%,涼爽透氣,結構性透氣,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-08,12,Under Armour Women's HeatGear Armour Edgelit Ankle Crop Leggings,under_armour,50,https://www.dickssportinggoods.com/p/under-armour-womens-heatgear-armour-edgelit-ankle-crop-leggings-18uarwhgrmrklcrpdapb/18uarwhgrmrklcrpdapb,Polyester Blended,四面彈,抗菌功能,all/any Spandex,單向導溼快乾,人體工學舒適設計,涼爽透氣,Spandex 11~20%,,,,提升運動效能設計,舒適平滑縫合,結構性透氣,,,
women,Leggings & Tights,2019-09-08,1,CALIA by Carrie Underwood Women's Energize 7/8 Leggings,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-7-8-leggings-17ca2wlghtwghtprfapbb/17ca2wlghtwghtprfapbb,Spandex 11~20%,蒸發性涼感,輕量,Polyamide(Nylon) Blended,超輕量,抗菌功能,單向導溼快乾,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,2,CALIA by Carrie Underwood Women's Effortless Leggings,underwood,50.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-effortless-leggings-18ca2wlnglggngxxxapb/18ca2wlnglggngxxxapb,all/any Spandex,蒸發性涼感,抗菌功能,Rayon Blended,單向導溼快乾,,,Spandex <= 10%,Cotton Blended,,,,,,,,
women,Leggings & Tights,2019-09-08,3,adidas Women's Believe This Elastic Wrap 7/8 Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-elastic-wrap-7-8-tights-18adiwblvthsknctcapb/18adiwblvthsknctcapb,Recycled Polyester & Blended,環保訴求,提升運動效能設計,Recycled Polyester / PET,,,,Spandex >= 21%,Polyester Blended,all/any Spandex,,,,,,,
women,Leggings & Tights,2019-09-08,4,DSG Women's Performance 7/8 Leggings,dsg_outerwear,24.98,https://www.dickssportinggoods.com/p/dsg-womens-performance-7-8-leggings-19qyfwcrprfrmnc78waa/19qyfwcrprfrmnc78waa,Spandex 11~20%,涼爽透氣,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,5,Nike One Women's Training Tights,nike,55.00,https://www.dickssportinggoods.com/p/nike-one-womens-training-tights-18nikwllntghtxxxxapba/18nikwllntghtxxxxapba,Spandex 11~20%,單向導溼快乾,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,6,CALIA by Carrie Underwood Women's Seamless 7/8 Leggings,underwood,31.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-seamless-7-8-leggings-18ca2wsmlsslggngxapb/18ca2wsmlsslggngxapb,Polyamide(Nylon) Blended,蒸發性涼感,單向導溼快乾,Polyester Blended,抗菌功能,一體成型,,Spandex <= 10%,all/any Spandex,,,,,,,,
women,Leggings & Tights,2019-09-08,7,Women's Nike One Cropped Leggings,nike,37.99,https://www.dickssportinggoods.com/p/womens-nike-one-cropped-leggings-19nikwnkncrpxxxxxapb/19nikwnkncrpxxxxxapb,Spandex 11~20%,環保訴求,,Recycled Polyester & Blended,,,,Polyester Blended,all/any Spandex,Recycled Polyester / PET,,,,,,,
women,Leggings & Tights,2019-09-08,8,Reebok Women's Fitness Essentials Tights,reebok,35,https://www.dickssportinggoods.com/p/reebok-womens-fitness-essentials-tights-16rbkwflggngxxxxxapb/16rbkwflggngxxxxxapb,all/any Spandex,舒適平滑縫合,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,9,CALIA by Carrie Underwood Women's Energize Capris,underwood,25.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-capris-18ca2wnrgzcprtrmdapb/18ca2wnrgzcprtrmdapb,all/any Spandex,蒸發性涼感,結構性透氣,Spandex 11~20%,涼爽透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,10,Nike One Women's Sculpt Victory Training Tights,nike,45.00,https://www.dickssportinggoods.com/p/nike-one-womens-sculpt-victory-training-tights-18nikwsclptvctrytapb/18nikwsclptvctrytapb,Spandex 11~20%,提升運動效能設計,單向導溼快乾,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,11,CALIA by Carrie Underwood Women's Essential Novelty Capris,underwood,32.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-novelty-capris-18ca2wnwnvltycprxapb/18ca2wnwnvltycprxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,12,Nike Women's Pro Training Tights,nike,37.50,https://www.dickssportinggoods.com/p/nike-womens-pro-training-tights-18nikwprtghtxxxxxapba/18nikwprtghtxxxxxapba,Spandex 11~20%,涼爽透氣,結構性透氣,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,13,CALIA by Carrie Underwood Women's Essential 7/8 Leggings,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-7-8-leggings-17ca2wssntl78lggnapb/17ca2wssntl78lggnapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-08,14,Under Armour Women's HeatGear Armour Edgelit Ankle Crop Leggings,under_armour,50,https://www.dickssportinggoods.com/p/under-armour-womens-heatgear-armour-edgelit-ankle-crop-leggings-18uarwhgrmrklcrpdapb/18uarwhgrmrklcrpdapb,Polyester Blended,四面彈,抗菌功能,all/any Spandex,單向導溼快乾,人體工學舒適設計,涼爽透氣,Spandex 11~20%,,,,提升運動效能設計,舒適平滑縫合,結構性透氣,,,
women,"Leggings & Tights,Pants",2019-09-08,15,CALIA by Carrie Underwood Women's Essential Tight Fit Printed Capris,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-tight-fit-printed-capris-16ca2wclssntltghtapbxxg/16ca2wclssntltghtapbxxg,all/any Spandex,蒸發性涼感,四面彈,Spandex <= 10%,單向導溼快乾,反光功能,舒適平滑縫合,Polyester Blended,,,,抗菌功能,,,,,
women,"Pants,Leggings & Tights",2019-09-08,16,DSG Women's Performance Capris,dsg_outerwear,24.98,https://www.dickssportinggoods.com/p/dsg-womens-performance-capris-19qyfwprfrmnccprcwaa/19qyfwprfrmnccprcwaa,Spandex 11~20%,涼爽透氣,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,17,adidas Women's Believe This High Rise Sport Block 7/8 Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-high-rise-sport-block-7-8-tights-18adiwblvthsbtblcapb/18adiwblvthsbtblcapb,Recycled Polyester / PET,提升運動效能設計,環保訴求,Polyester Blended,涼爽透氣,,,all/any Spandex,Spandex >= 21%,Recycled Polyester & Blended,,,,,,,
women,Leggings & Tights,2019-09-08,18,CALIA by Carrie Underwood Women's Essential Leggings,calia_by_carrie_underwood,65,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-leggings-17ca2wbsclggngxxxapb/17ca2wbsclggngxxxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,19,adidas Women's Changeover High Rise 7/8 Tights,adidas,19.97,https://www.dickssportinggoods.com/p/adidas-womens-changeover-high-rise-7-8-tights-18adiwhrchngvr78tapb/18adiwhrchngvr78tapb,all/any Spandex,提升運動效能設計,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-08,20,CALIA by Carrie Underwood Women's Energize Crop Tights,calia_by_carrie_underwood,44.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-crop-tights-17ca2wlghtwghtprfapb/17ca2wlghtwghtprfapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,21,CALIA by Carrie Underwood Women's Essential No Seam Capris,underwood,45,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-no-seam-capris-18ca2wssntlcprxxxapb/18ca2wssntlcprxxxapb,Spandex 11~20%,蒸發性涼感,一體成型,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,22,Nike Women's Therma Training Pants,nike,13.97,https://www.dickssportinggoods.com/p/nike-womens-therma-training-pants-18nikwxtthrmpntxxapb/18nikwxtthrmpntxxapb,Cotton Blended,保暖禦寒,,Polyester Blended,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-08,23,CALIA by Carrie Underwood Women's Essential High Rise Leggings,underwood,48.75,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-high-rise-leggings-18ca2wclssntlhwlgapb/18ca2wclssntlhwlgapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,24,CALIA by Carrie Underwood Women's Heather Filament Capris,underwood,32.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-heather-filament-capris-18ca2wflmntcprxxxapba/18ca2wflmntcprxxxapba,Spandex 11~20%,蒸發性涼感,涼爽透氣,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,Polyester Blended,,,,,,,,
women,Leggings & Tights,2019-09-08,25,Women's Nike Dri-FIT Power 7/8 Training Legging,nike,44.97,https://www.dickssportinggoods.com/p/womens-nike-dri-fit-power-7-8-training-legging-19nikwlttctghtxxxapb/19nikwlttctghtxxxapb,Spandex >= 21%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,26,CALIA by Carrie Underwood Women's Energize Printed Tulip Hem 7/8 Leggings,underwood,38.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-printed-tulip-hem-7-8-leggings-19ca2wnvltycprxxxapb/19ca2wnvltycprxxxapb,all/any Spandex,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,Spandex >= 21%,,,,,,,,,
women,Leggings & Tights,2019-09-08,27,adidas Originals Women's Trefoil Tights,adidas,30.00,https://www.dickssportinggoods.com/p/adidas-originals-womens-trefoil-tights-18jqqwrgtrfl3strpapb/18jqqwrgtrfl3strpapb,all/any Spandex,,,Spandex <= 10%,,,,Cotton Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,28,Nike One Women's Sculpt Victory Cropped Legging,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-one-womens-sculpt-victory-cropped-legging-18nikwsclptvctrycapb/18nikwsclptvctrycapb,,結構性透氣,提升運動效能設計,,單向導溼快乾,,,,,,,,,,,,
