Gender,Category,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Feature_1,Feature_2,Material_2,Feature_3,Feature_4,Feature_5,Material_3,Material_4,Material_5,Material_6,Feature_6,Feature_7,Feature_8,Material_7,Material_8,Feature_9
women,Leggings & Tights,2019-09-08,29,Women's Nike Pro Heatherized 7/8 Leggings,nike,37.99,https://www.dickssportinggoods.com/p/womens-nike-pro-heatherized-7-8-leggings-19nikwhthrzd78thtapb/19nikwhthrzd78thtapb,all/any Spandex,涼爽透氣,結構性透氣,Polyester Blended,,,,Spandex 11~20%,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,30,CALIA by Carrie Underwood Women's Printed Filament Capris,underwood,32.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-printed-filament-capris-18ca2wflmntcprxxxapbc/18ca2wflmntcprxxxapbc,Polyester Blended,抗菌功能,蒸發性涼感,all/any Spandex,涼爽透氣,結構性透氣,單向導溼快乾,Spandex <= 10%,,,,,,,,,
women,Leggings & Tights,2019-09-08,31,CALIA by Carrie Underwood Women's Essential High Rise 7/8 Leggings,underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-high-rise-7-8-leggings-18ca2w78hghwstssnapb/18ca2w78hghwstssnapb,Spandex 11~20%,蒸發性涼感,抗菌功能,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,32,adidas Women's Believe This High-Rise 7/8 Length Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-high-rise-7-8-length-tights-18adiwblvhghrs78tapb/18adiwblvhghrs78tapb,Recycled Polyester & Blended,結構性透氣,環保訴求,Polyester Blended,涼爽透氣,,,Recycled Polyester / PET,,,,,,,,,
women,Leggings & Tights,2019-09-08,33,Nike Air Women's Running 7/8 Tight,nike,36.97,https://www.dickssportinggoods.com/p/nike-air-womens-running-7-8-tight-18nikwnkr78thtghtapb/18nikwnkr78thtghtapb,Recycled Polyester / PET,環保訴求,單向導溼快乾,Spandex 11~20%,,,,Polyester Blended,all/any Spandex,Recycled Polyester & Blended,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,34,CALIA by Carrie Underwood Women's Printed Energize Capris,underwood,38.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-printed-energize-capris-18ca2wnrgzcprtrmdapba/18ca2wnrgzcprtrmdapba,Spandex 11~20%,蒸發性涼感,涼爽透氣,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-08,35,Under Armour Women's HeatGear Armour Hi-Rise Capri Leggings,under_armour,24.50,https://www.dickssportinggoods.com/p/under-armour-womens-heatgear-armour-hi-rise-capri-leggings-19uarwhgrmrhrscprapb/19uarwhgrmrhrscprapb,Spandex 11~20%,提升運動效能設計,人體工學舒適設計,all/any Spandex,四面彈,單向導溼快乾,舒適平滑縫合,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,36,CALIA by Carrie Underwood Women's Essential Filament Leggings,underwood,33.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-filament-leggings-18ca2wflmntlggngxapb/18ca2wflmntlggngxapb,Spandex 11~20%,結構性透氣,蒸發性涼感,all/any Spandex,抗菌功能,單向導溼快乾,,Polyamide(Nylon) Blended,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-08,37,Nike Air Women's Running Crop Leggings,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-air-womens-running-crop-leggings-19nikwnkrcrpxxxxxapb/19nikwnkrcrpxxxxxapb,Spandex 11~20%,結構性透氣,涼爽透氣,all/any Spandex,單向導溼快乾,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,38,The North Face Women's Utility Hybrid Hiker Tights,the_north_face,40.00,https://www.dickssportinggoods.com/p/the-north-face-womens-utility-hybrid-hiker-tights-19tnowwtltyhktghtapb/19tnowwtltyhktghtapb,all/any Spandex,撥水,涼爽透氣,Polyamide(Nylon) Blended,單向導溼快乾,,,Spandex <= 10%,,,,,,,,,
women,Leggings & Tights,2019-09-08,39,Nike Women's 7/8 Intertwist Tight,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-womens-7-8-intertwist-tight-18nikwntrtwsttghtapb/18nikwntrtwsttghtapb,Spandex 11~20%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,40,Reebok Women's Printed Performance Pocket Capris,reebok,22.97,https://www.dickssportinggoods.com/p/reebok-womens-printed-performance-pocket-capris-18rbkwprntprfcprwapb/18rbkwprntprfcprwapb,Spandex 11~20%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,41,Nike Women's Pro AeroAdapt Tights,nike,55.99,https://www.dickssportinggoods.com/p/nike-womens-pro-aeroadapt-tights-19nikwrdptprtghtxapb/19nikwrdptprtghtxapb,all/any Spandex,單向導溼快乾,,Spandex 11~20%,,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,42,Nike Women's Pro Tights,nike,50,https://www.dickssportinggoods.com/p/nike-womens-pro-tights-19nikwprwrmtghtxxapb/19nikwprwrmtghtxxapb,Spandex 11~20%,保暖禦寒,單向導溼快乾,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Pants,2019-09-08,1,adidas Women's Tiro 19 Training Pants,adidas,33.75,https://www.dickssportinggoods.com/p/adidas-womens-tiro-19-training-pants-18adiwtr19pntxxxxapb/18adiwtr19pntxxxxapb,100% Polyester,蒸發性涼感,涼爽透氣,,結構性透氣,,,,,,,,,,,,
women,Leggings & Tights,2019-09-08,2,CALIA by Carrie Underwood Women's Energize 7/8 Leggings,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-7-8-leggings-17ca2wlghtwghtprfapbb/17ca2wlghtwghtprfapbb,Spandex 11~20%,蒸發性涼感,輕量,Polyamide(Nylon) Blended,超輕量,抗菌功能,單向導溼快乾,all/any Spandex,,,,,,,,,
women,Pants,2019-09-08,3,Nike Women's Sportswear Essential Fleece Pants,nike,60,https://www.dickssportinggoods.com/p/nike-womens-sportswear-essential-fleece-pants-19nikwssntljggrxxapb/19nikwssntljggrxxapb,Cotton Blended,刷毛布,,Polyester Blended,,,,,,,,,,,,,
women,Pants,2019-09-08,4,Nike Women's Rally Joggers,nike,44.99,https://www.dickssportinggoods.com/p/nike-womens-rally-joggers-18nikwrllyjggrxxxapb/18nikwrllyjggrxxxapb,Cotton Blended,刷毛布,,Polyester Blended,,,,Rayon Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,5,CALIA by Carrie Underwood Women's Effortless Leggings,underwood,50.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-effortless-leggings-18ca2wlnglggngxxxapb/18ca2wlnglggngxxxapb,all/any Spandex,蒸發性涼感,抗菌功能,Rayon Blended,單向導溼快乾,,,Spandex <= 10%,Cotton Blended,,,,,,,,
women,Leggings & Tights,2019-09-08,6,adidas Women's Believe This Elastic Wrap 7/8 Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-elastic-wrap-7-8-tights-18adiwblvthsknctcapb/18adiwblvthsknctcapb,Recycled Polyester & Blended,環保訴求,提升運動效能設計,Recycled Polyester / PET,,,,Spandex >= 21%,Polyester Blended,all/any Spandex,,,,,,,
women,Leggings & Tights,2019-09-08,7,DSG Women's Performance 7/8 Leggings,dsg_outerwear,24.98,https://www.dickssportinggoods.com/p/dsg-womens-performance-7-8-leggings-19qyfwcrprfrmnc78waa/19qyfwcrprfrmnc78waa,Spandex 11~20%,涼爽透氣,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Pants,2019-09-08,8,Lady Hagen Women's Easy Shaper Pull On Golf Ankle Pants,lady_hagen,18.97,https://www.dickssportinggoods.com/p/lady-hagen-womens-easy-shaper-pull-on-golf-ankle-pants-17lhawtmmycntrlpnapb/17lhawtmmycntrlpnapb,all/any Spandex,單向導溼快乾,結構性透氣,Rayon Blended,,,,Spandex <= 10%,Polyamide(Nylon) Blended,,,,,,,,
women,Leggings & Tights,2019-09-08,9,Nike One Women's Training Tights,nike,55.00,https://www.dickssportinggoods.com/p/nike-one-womens-training-tights-18nikwllntghtxxxxapba/18nikwllntghtxxxxapba,Spandex 11~20%,單向導溼快乾,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Pants,2019-09-08,10,adidas Women's Tiro 19 Tape Pants,adidas,37.50,https://www.dickssportinggoods.com/p/adidas-womens-tiro-19-tape-pants-19adiwtrtppntxxxxapb/19adiwtrtppntxxxxapb,,蒸發性涼感,涼爽透氣,,結構性透氣,,,,,,,,,,,,
women,Pants,2019-09-08,11,Slazenger Women's Tech Golf Pants,slazenger,38.98,https://www.dickssportinggoods.com/p/slazenger-womens-tech-golf-pants-14slawnylpntapb/14slawnylpntapb,Spandex <= 10%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Pants,2019-09-08,12,CALIA by Carrie Underwood Women's Essential Pants,underwood,48.75,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-pants-18ca2wclssntlstrgapbc/18ca2wclssntlstrgapbc,Spandex 11~20%,結構性透氣,蒸發性涼感,all/any Spandex,抗菌功能,單向導溼快乾,,Polyamide(Nylon) Blended,,,,,,,,,
women,Pants,2019-09-08,13,Nike Women's Sportswear Heritage Track Pants,nike,30.97,https://www.dickssportinggoods.com/p/nike-womens-sportswear-heritage-track-pants-19nikwhrtgtrckpntapb/19nikwhrtgtrckpntapb,all/any Spandex,,,Spandex <= 10%,,,,Cotton Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,14,CALIA by Carrie Underwood Women's Seamless 7/8 Leggings,underwood,31.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-seamless-7-8-leggings-18ca2wsmlsslggngxapb/18ca2wsmlsslggngxapb,Polyamide(Nylon) Blended,蒸發性涼感,單向導溼快乾,Polyester Blended,抗菌功能,一體成型,,Spandex <= 10%,all/any Spandex,,,,,,,,
women,Pants,2019-09-08,15,adidas Originals Women's Track Pants,adidas,65,https://www.dickssportinggoods.com/p/adidas-originals-womens-track-pants-17jqqwrgnlssp18trapb/17jqqwrgnlssp18trapb,Cotton Blended,,,Polyester Blended,,,,,,,,,,,,,
women,Pants,2019-09-08,16,adidas Women's Essentials 3-Stripe Cotton Fleece Jogger Pants,adidas,34.98,https://www.dickssportinggoods.com/p/adidas-womens-essentials-3-stripe-cotton-fleece-jogger-pants-19adiwssntls3sflcapb/19adiwssntls3sflcapb,Cotton Blended,刷毛布,保暖禦寒,,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-08,17,Women's Nike One Cropped Leggings,nike,37.99,https://www.dickssportinggoods.com/p/womens-nike-one-cropped-leggings-19nikwnkncrpxxxxxapb/19nikwnkncrpxxxxxapb,Spandex 11~20%,環保訴求,,Recycled Polyester & Blended,,,,Polyester Blended,all/any Spandex,Recycled Polyester / PET,,,,,,,
women,Pants,2019-09-08,18,Nike Women's Sportswear Essential Fleece Pants,nike,45.00,https://www.dickssportinggoods.com/p/nike-womens-sportswear-essential-fleece-pants-19nikwssntllspntxapb/19nikwssntllspntxapb,Polyester Blended,刷毛布,,Cotton Blended,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-08,19,Reebok Women's Fitness Essentials Tights,reebok,35,https://www.dickssportinggoods.com/p/reebok-womens-fitness-essentials-tights-16rbkwflggngxxxxxapb/16rbkwflggngxxxxxapb,all/any Spandex,舒適平滑縫合,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,20,CALIA by Carrie Underwood Women's Energize Capris,underwood,25.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-capris-18ca2wnrgzcprtrmdapb/18ca2wnrgzcprtrmdapb,all/any Spandex,蒸發性涼感,結構性透氣,Spandex 11~20%,涼爽透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,21,Nike One Women's Sculpt Victory Training Tights,nike,45.00,https://www.dickssportinggoods.com/p/nike-one-womens-sculpt-victory-training-tights-18nikwsclptvctrytapb/18nikwsclptvctrytapb,Spandex 11~20%,提升運動效能設計,單向導溼快乾,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,22,CALIA by Carrie Underwood Women's Essential Novelty Capris,underwood,32.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-novelty-capris-18ca2wnwnvltycprxapb/18ca2wnwnvltycprxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,23,CALIA by Carrie Underwood Women's Energize Printed 7/8 Leggings,underwood,60.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-printed-7-8-leggings-18ca2wclnrgz78lggapb/18ca2wclnrgz78lggapb,Spandex 11~20%,蒸發性涼感,輕量,Polyamide(Nylon) Blended,超輕量,抗菌功能,單向導溼快乾,all/any Spandex,,,,,,,,,
women,Pants,2019-09-08,24,Under Armour Women's Play Up Pants,under_armour,26.99,https://www.dickssportinggoods.com/p/under-armour-womens-play-up-pants-17uarwplyppntsldxapb/17uarwplyppntsldxapb,100% Polyester,抗菌功能,單向導溼快乾,,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-08,25,Nike Women's Pro Training Tights,nike,37.50,https://www.dickssportinggoods.com/p/nike-womens-pro-training-tights-18nikwprtghtxxxxxapba/18nikwprtghtxxxxxapba,Spandex 11~20%,涼爽透氣,結構性透氣,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,26,CALIA by Carrie Underwood Women's Essential 7/8 Leggings,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-7-8-leggings-17ca2wssntl78lggnapb/17ca2wssntl78lggnapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-08,27,Under Armour Women's HeatGear Armour Edgelit Ankle Crop Leggings,under_armour,50,https://www.dickssportinggoods.com/p/under-armour-womens-heatgear-armour-edgelit-ankle-crop-leggings-18uarwhgrmrklcrpdapb/18uarwhgrmrklcrpdapb,Polyester Blended,四面彈,抗菌功能,all/any Spandex,單向導溼快乾,人體工學舒適設計,涼爽透氣,Spandex 11~20%,,,,提升運動效能設計,舒適平滑縫合,結構性透氣,,,
women,"Leggings & Tights,Pants",2019-09-08,28,CALIA by Carrie Underwood Women's Essential Tight Fit Printed Capris,calia_by_carrie_underwood,65.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-tight-fit-printed-capris-16ca2wclssntltghtapbxxg/16ca2wclssntltghtapbxxg,all/any Spandex,蒸發性涼感,四面彈,Spandex <= 10%,單向導溼快乾,反光功能,舒適平滑縫合,Polyester Blended,,,,抗菌功能,,,,,
women,"Pants,Leggings & Tights",2019-09-08,29,DSG Women's Performance Capris,dsg_outerwear,24.98,https://www.dickssportinggoods.com/p/dsg-womens-performance-capris-19qyfwprfrmnccprcwaa/19qyfwprfrmnccprcwaa,Spandex 11~20%,涼爽透氣,,Polyester Blended,,,,all/any Spandex,,,,,,,,,
women,Pants,2019-09-08,30,adidas Women's Changeover 7/8 Pants,adidas,19.97,https://www.dickssportinggoods.com/p/adidas-womens-changeover-7-8-pants-18adiwchngvr78pntapb/18adiwchngvr78pntapb,,,,,,,,,,,,,,,,,
women,Leggings & Tights,2019-09-08,31,adidas Women's Believe This High Rise Sport Block 7/8 Tights,adidas,60,https://www.dickssportinggoods.com/p/adidas-womens-believe-this-high-rise-sport-block-7-8-tights-18adiwblvthsbtblcapb/18adiwblvthsbtblcapb,Recycled Polyester / PET,提升運動效能設計,環保訴求,Polyester Blended,涼爽透氣,,,all/any Spandex,Spandex >= 21%,Recycled Polyester & Blended,,,,,,,
women,Leggings & Tights,2019-09-08,32,CALIA by Carrie Underwood Women's Essential Leggings,calia_by_carrie_underwood,65,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-leggings-17ca2wbsclggngxxxapb/17ca2wbsclggngxxxapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,Pants,2019-09-08,33,The North Face Women's Sally Ski Pant,the_north_face,60.97,https://www.dickssportinggoods.com/p/the-north-face-womens-sally-ski-pant-17tnowwsllypntxxxaoa/17tnowwsllypntxxxaoa,100% Polyester,防風機能,防水,,化纖素材,透濕,,,,,,,,,,,
women,Leggings & Tights,2019-09-08,34,adidas Women's Changeover High Rise 7/8 Tights,adidas,19.97,https://www.dickssportinggoods.com/p/adidas-womens-changeover-high-rise-7-8-tights-18adiwhrchngvr78tapb/18adiwhrchngvr78tapb,all/any Spandex,提升運動效能設計,,Cotton Blended,,,,Spandex <= 10%,,,,,,,,,
women,Pants,2019-09-08,35,Nike Women's Sportswear Jersey Pants,nike,45.00,https://www.dickssportinggoods.com/p/nike-womens-sportswear-jersey-pants-19nikwjrsypntxxxxapb/19nikwjrsypntxxxxapb,Rayon Blended,,,Polyester Blended,,,,Cotton Blended,,,,,,,,,
women,"Leggings & Tights,Pants",2019-09-08,36,CALIA by Carrie Underwood Women's Energize Crop Tights,calia_by_carrie_underwood,44.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-crop-tights-17ca2wlghtwghtprfapb/17ca2wlghtwghtprfapb,Spandex 11~20%,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,all/any Spandex,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,37,CALIA by Carrie Underwood Women's Essential No Seam Capris,underwood,45,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-no-seam-capris-18ca2wssntlcprxxxapb/18ca2wssntlcprxxxapb,Spandex 11~20%,蒸發性涼感,一體成型,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,,,,,,,,,
women,Pants,2019-09-08,38,Nike Women's Therma Training Pants,nike,13.97,https://www.dickssportinggoods.com/p/nike-womens-therma-training-pants-18nikwxtthrmpntxxapb/18nikwxtthrmpntxxapb,Cotton Blended,保暖禦寒,,Polyester Blended,,,,,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,39,CALIA by Carrie Underwood Women's Heather Essential No Seam Capris,underwood,60.00,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-heather-essential-no-seam-capris-18ca2wssntlcprpdtapb/18ca2wssntlcprpdtapb,Polyamide(Nylon) Blended,抗菌功能,單向導溼快乾,Spandex 11~20%,蒸發性涼感,結構性透氣,一體成型,all/any Spandex,,,,,,,,,
women,Leggings & Tights,2019-09-08,40,CALIA by Carrie Underwood Women's Essential High Rise Leggings,underwood,48.75,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-essential-high-rise-leggings-18ca2wclssntlhwlgapb/18ca2wclssntlhwlgapb,Spandex 11~20%,抗菌功能,蒸發性涼感,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,,,,,,,,,
women,"Pants,Leggings & Tights",2019-09-08,41,CALIA by Carrie Underwood Women's Heather Filament Capris,underwood,32.99,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-heather-filament-capris-18ca2wflmntcprxxxapba/18ca2wflmntcprxxxapba,Spandex 11~20%,蒸發性涼感,涼爽透氣,all/any Spandex,結構性透氣,單向導溼快乾,抗菌功能,Polyamide(Nylon) Blended,Polyester Blended,,,,,,,,
women,Leggings & Tights,2019-09-08,42,Women's Nike Dri-FIT Power 7/8 Training Legging,nike,44.97,https://www.dickssportinggoods.com/p/womens-nike-dri-fit-power-7-8-training-legging-19nikwlttctghtxxxapb/19nikwlttctghtxxxapb,Spandex >= 21%,單向導溼快乾,,all/any Spandex,,,,Polyester Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,43,CALIA by Carrie Underwood Women's Energize Printed Tulip Hem 7/8 Leggings,underwood,38.97,https://www.dickssportinggoods.com/p/calia-by-carrie-underwood-womens-energize-printed-tulip-hem-7-8-leggings-19ca2wnvltycprxxxapb/19ca2wnvltycprxxxapb,all/any Spandex,蒸發性涼感,抗菌功能,Polyamide(Nylon) Blended,單向導溼快乾,,,Spandex >= 21%,,,,,,,,,
women,Pants,2019-09-08,44,Under Armour Women's Armour Fleece Jogger Pants,under_armour,41.25,https://www.dickssportinggoods.com/p/under-armour-womens-armour-fleece-jogger-pants-18uarwrmrflcjggrxapb/18uarwrmrflcjggrxapb,100% Polyester,四面彈,刷毛布,,涼爽透氣,保暖禦寒,單向導溼快乾,,,,,,,,,,
women,Leggings & Tights,2019-09-08,45,adidas Originals Women's Trefoil Tights,adidas,30.00,https://www.dickssportinggoods.com/p/adidas-originals-womens-trefoil-tights-18jqqwrgtrfl3strpapb/18jqqwrgtrfl3strpapb,all/any Spandex,,,Spandex <= 10%,,,,Cotton Blended,,,,,,,,,
women,Leggings & Tights,2019-09-08,46,Nike One Women's Sculpt Victory Cropped Legging,nike,See Price In Cart,https://www.dickssportinggoods.com/p/nike-one-womens-sculpt-victory-cropped-legging-18nikwsclptvctrycapb/18nikwsclptvctrycapb,,結構性透氣,提升運動效能設計,,單向導溼快乾,,,,,,,,,,,,
women,Pants,2019-09-08,47,Columbia Women's Saturday Trail Roll-Up Pants,columbia,60,https://www.dickssportinggoods.com/p/columbia-womens-saturday-trail-roll-up-pants-16cmbwstrdytrlrllapb/16cmbwstrdytrlrllapb,all/any Spandex,撥水,抗紫外線,Polyamide(Nylon) Blended,,,,Spandex <= 10%,,,,,,,,,
