,Gender,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Material_2,Material_3,Feature_1,Feature_2,Feature_3,Feature_4,Material_4,Feature_5,Feature_6,Material_5,Feature_7,Material_6,Feature_8,Feature_9
3690,women,2019-09-15,94,Leggings for Women Valandy High Waisted Tummy Control Workout Running Yoga Pants Plus Size & One Size,valandy,22.99,https://www.amazon.com/Leggings-Valandy-Waisted-Control-Workout/dp/B07VSLMNC1,all/any Spandex,Polyester Blended,Spandex <= 10%,涼爽透氣,單向導溼快乾,,,,,,,,,,
3691,women,2019-09-15,95,Reebok Women's Capri Leggings w/High-Rise Waist - Performance Compression Tights,reebok,43.59,https://www.amazon.com/Reebok-Womens-Capri-Leggings-High-Rise/dp/B07BY714DR,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,舒適伸展,單向導溼快乾,涼爽透氣,,提升運動效能設計,,,,,,
3692,women,2019-09-15,96,Rocorose Women's Yoga Pants High Waist 4 Way Stretch Tummy Control Moto Leggings,rocorose,14.99,https://www.amazon.com/Rocorose-Womens-Stretch-Control-Leggings/dp/B07KZVVSFF,all/any Spandex,Spandex <= 10%,Viscose Blended,涼爽透氣,四面彈,結構性透氣,單向導溼快乾,,,,,,,,
3693,women,2019-09-15,97,Edeey Women High Waist Yoga Leggings 2 POCKETS Workout Pants with Safe Night Reflector Tummy Control,edeey,18.82,https://www.amazon.com/Edeey-Leggings-POCKETS-Workout-Reflector/dp/B07N1LXDP5,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,涼爽透氣,四面彈,單向導溼快乾,抗菌功能,,舒適平滑縫合,舒適伸展,,,,,
3694,women,2019-09-15,98,Hopgo Women's High Waist Moto Legging Power Flex Workout Legging 7/8 Gym Yoga Pants,hopgo,22.49,https://www.amazon.com/Hopgo-Womens-Waist-Legging-Workout/dp/B07QBN3DYW,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,結構性透氣,單向導溼快乾,,,,,,,,,,
3695,women,2019-09-15,99,Lulugym Yoga Pant Tummy Control Running Capris Stretch Workout Leggings,lulugym,12.94,https://www.amazon.com/Lulugym-Control-Running-Stretch-Leggings/dp/B07DJF68XJ,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,涼爽透氣,羽絨,四面彈,保暖禦寒,,單向導溼快乾,,,,,,
3696,women,2019-09-15,100,TSLA Women's Thermal Wintergear Compression Baselayer Pants Leggings Tights,tesla,13.48,https://www.amazon.com/TSLA-Wintergear-Compression-Baselayer-Leggings/dp/B07NFV8BXL,Polyester Blended,,,提升運動效能設計,異味控制,保暖禦寒,單向導溼快乾,,抗菌功能,刷毛布,,,,,
3697,women,2019-09-22,1,Oalka Women Power Flex Yoga Pants Workout Running Leggings,oalka,14.99,https://www.amazon.com/Oalka-Women-Workout-Running-Leggings/dp/B07BT2X2NQ,Polyester Blended,all/any Spandex,Spandex 11~20%,,,,,Polyamide(Nylon) Blended,,,,,,,
3698,women,2019-09-22,2,Homma Premium Thick High Waist Tummy Compression Slimming Leggings,homma,19.5,https://www.amazon.com/Homma-Premium-Compression-Slimming-Leggings/dp/B0716Z6D2W,Polyamide(Nylon) Blended,Spandex 11~20%,all/any Spandex,單向導溼快乾,蒸發性涼感,提升運動效能設計,涼爽透氣,,四面彈,一體成型,,,,,
3699,women,2019-09-22,3,High Waisted Leggings for Women – Soft Athletic Tummy Control Pants for Running Cycling Yoga Workout - Reg & Plus Size,syrinx,20.98,https://www.amazon.com/High-Waisted-Leggings-Women-Athletic/dp/B07K22LW7D,Polyester Blended,Spandex <= 10%,Cotton Blended,舒適伸展,,,,all/any Spandex,,,,,,,
3700,women,2019-09-22,4,90 Degree By Reflex High Waist Power Flex Tummy Control Leggings,90degreebyreflex,39.99,https://www.amazon.com/90-Degree-Reflex-Control-Leggings/dp/B07C2PFHRX,Polyester Blended,Polyamide(Nylon) Blended,all/any Spandex,單向導溼快乾,提升運動效能設計,四面彈,Athleisure,Spandex 11~20%,舒適伸展,,,,,,
3701,women,2019-09-22,5,SEASUM Women's High Waist Yoga Pants Tummy Control Slimming Booty Leggings Workout Running Butt Lift Tights,seasum,11.5,https://www.amazon.com/SEASUM-Control-Slimming-Leggings-Workout/dp/B07F6LSC77,Polyester Blended,all/any Spandex,Acrylic Blended,蒸發性涼感,一體成型,單向導溼快乾,羽絨,,涼爽透氣,提升運動效能設計,,,,,
3702,women,2019-09-22,6,90 Degree By Reflex Womens Power Flex Yoga Pants,90degreebyreflex,22.49,https://www.amazon.com/90-Degree-Reflex-Womens-Power/dp/B076FKSJH1,Polyester Blended,Polyamide(Nylon) Blended,Spandex 11~20%,,,,,all/any Spandex,,,,,,,
3703,women,2019-09-22,7,TSLA Yoga Pants High-Waist Tummy Control w Hidden Pocket FYP52 / FYP54 / FYP56 / FYP42,tesla,14.98,https://www.amazon.com/TSLA-High-Waist-Control-Hidden-Pocket/dp/B07MNVR3QK,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
3704,women,2019-09-22,8,90 Degree By Reflex – High Waist Tummy Control Shapewear – Power Flex Capri,90degreebyreflex,35.99,https://www.amazon.com/90-Degree-Reflex-Control-Shapewear/dp/B00Q41NPEW,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,四面彈,單向導溼快乾,提升運動效能設計,Athleisure,Polyester Blended,舒適伸展,,,,,,
3705,women,2019-09-22,9,Colorfulkoala Women's High Waisted Pattern Leggings Full-Length Yoga Pants,colorfulkoala,29.99,https://www.amazon.com/Colorfulkoala-Waisted-Pattern-Leggings-Full-Length/dp/B07QS182YS,Polyester Blended,Spandex >= 21%,all/any Spandex,提升運動效能設計,,,,,,,,,,,
3706,women,2019-09-22,10,Baleaf Women's High Waist Yoga Pants Inner Pocket Non See-Through Fabric,baleaf,21.49,https://www.amazon.com/Baleaf-Womens-Pocket-See-Through-Fabric/dp/B078XS1SWD,Spandex 11~20%,Polyamide(Nylon) Blended,all/any Spandex,舒適伸展,舒適平滑縫合,涼爽透氣,單向導溼快乾,Cotton Blended,,,Polyester Blended,,,,
3707,women,2019-09-22,11,CRZ YOGA Women's Naked Feeling High Waist Tight Yoga Pants Workout Leggings-25 Inches,crzyoga,25,https://www.amazon.com/CRZ-YOGA-Feeling-Workout-Leggings-25/dp/B07DCS3DV2,Polyamide(Nylon) Blended,all/any Spandex,Spandex >= 21%,,,,,,,,,,,,
3708,women,2019-09-22,12,"Lingswallow High Waist Yoga Pants - Yoga Pants with Pockets Tummy Control, 4 Ways Stretch Workout Running Yoga Leggings",lingswallow,12.99,https://www.amazon.com/Lingswallow-High-Waist-Yoga-Pants/dp/B07Q3V2YRJ,,,,涼爽透氣,提升運動效能設計,單向導溼快乾,,,,,,,,,
3709,women,2019-09-22,13,Ewedoos Yoga Pants with Pockets for Women Ultra Soft Leggings with Pockets High Waist Workout Pants,ewedoos,14.96,https://www.amazon.com/Ewedoos-Pants-Pockets-Leggings-Workout/dp/B07S6KD7FS,,,,Athleisure,,,,,,,,,,,
3710,women,2019-09-22,14,DIBAOLONG Womens High Waist Yoga Pants Cutout Ripped Tummy Control Workout Running Yoga Skinny Leggings,dibaolong,13.49,https://www.amazon.com/DIBAOLONG-Control-Workout-Running-Leggings/dp/B07M6YJWVZ,all/any Spandex,Spandex <= 10%,Polyester Blended,涼爽透氣,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,
3711,women,2019-09-22,15,"THE GYM PEOPLE Thick High Waist Yoga Pants with Pockets, Tummy Control Workout Running Yoga Leggings for Women",thegympeople,20.99,https://www.amazon.com/GYM-PEOPLE-Pockets-Control-Leggings/dp/B07HQCCDFC,Cotton Blended,Polyamide(Nylon) Blended,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,,舒適平滑縫合,提升運動效能設計,,舒適伸展,,,
3712,women,2019-09-22,16,"PHISOCKAT High Waist Yoga Pants with Pockets, Tummy Control, Workout Running 4 Way Stretch Women Yoga Leggings",phisockat,13.47,https://www.amazon.com/PHISOCKAT-Pockets-Control-Workout-Leggings/dp/B07QCWNPR4,Polyester Blended,,,提升運動效能設計,涼爽透氣,四面彈,單向導溼快乾,,刷毛布,舒適伸展,,,,,
3713,women,2019-09-22,17,TNNZEET High Waisted Leggings for Women Girl Athletic Plus Size Yoga Pants Tummy Control Full Length Tight Elastic,tnnzeet,20.99,https://www.amazon.com/TNNZEET-Waisted-Leggings-Athletic-Control/dp/B07W3SK8FB,all/any Spandex,Polyester Blended,Spandex <= 10%,提升運動效能設計,,,,,,,,,,,
3714,women,2019-09-22,18,Dragon Fit Compression Yoga Pants Power Stretch Workout Leggings High Waist Tummy Control,dragon,25.48,https://www.amazon.com/Dragon-Fit-Compression-Stretch-Leggings/dp/B07DL1BKW5,Cotton Blended,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,涼爽透氣,四面彈,單向導溼快乾,,,,,,,,
3715,women,2019-09-22,19,Neleus High Waist Running Workout Leggings for Yoga with Pockets 1 2 Pack,neleus,22.12,https://www.amazon.com/Neleus-Running-Workout-Leggings-Pockets/dp/B0775ZKT7N,Polyester Blended,Spandex 11~20%,all/any Spandex,四面彈,舒適平滑縫合,,,,,,,,,,
3716,women,2019-09-22,20,A AGROSTE Women's High Waist Yoga Pants Tummy Control Workout Ruched Butt Lifting Stretchy Leggings Textured Booty Tights,aagroste,10.8,https://www.amazon.com/AGROSTE-Control-Stretchy-Leggings-Textured/dp/B07QFTHGVV,all/any Spandex,Spandex <= 10%,Polyamide(Nylon) Blended,Athleisure,四面彈,單向導溼快乾,,,,,,,,,
3717,women,2019-09-22,21,"HKJIEVSHOP High Waist Yoga Pants, Pocket Yoga Pants Tummy Control Workout Pants 4 Way Stretch Pocket Leggings",hkjievshop,9.99,https://www.amazon.com/HKJIEVSHOP-Control-Workout-Stretch-Leggings/dp/B07R598BZ5,Polyester Blended,,,舒適伸展,保暖禦寒,單向導溼快乾,四面彈,,提升運動效能設計,,,,,,
3718,women,2019-09-22,22,Aoxjox Women's High Waist Workout Gym?Vital Seamless Leggings Yoga Pants,aoxjox,28.49,https://www.amazon.com/Aoxjox-Workout-Gym-Vital-Seamless-Leggings/dp/B07TMQX9Y4,all/any Spandex,Spandex <= 10%,Polyamide(Nylon) Blended,涼爽透氣,一體成型,單向導溼快乾,,Polyester Blended,,,,,,,
3719,women,2019-09-22,23,ODODOS High Waist Out Pocket Printed Yoga Capris Pants Tummy Control Workout Running 4 Way Stretch Yoga Capris Leggings,ododos,19.98,https://www.amazon.com/ODODOS-Printed-Control-Workout-Leggings/dp/B07DBXNGYG,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,單向導溼快乾,四面彈,抗菌功能,,,,,,,,,
3720,women,2019-09-22,24,UURUN High Waist Yoga Capris Workout Leggings Mesh Running Pants Casual Tights with Pockets - Non See Through Fabric,uurun,18.99,https://www.amazon.com/UURUN-Workout-Leggings-Running-Pockets/dp/B07RJFPXG6,,,,提升運動效能設計,涼爽透氣,結構性透氣,四面彈,,單向導溼快乾,舒適伸展,,,,,
3721,women,2019-09-22,25,"Fengbay 2 Pack High Waist Yoga Pants, Pocket Yoga Pants Tummy Control Workout Running 4 Way Stretch Yoga Leggings",fengbay,24.49,https://www.amazon.com/Fengbay-Control-Workout-Running-Leggings/dp/B07RF944N6,,,,保暖禦寒,單向導溼快乾,提升運動效能設計,四面彈,,舒適伸展,,,,,,
3722,women,2019-09-22,26,Under Armour Women's Cold Gear Authentic Pants,underarmour,67.37,https://www.amazon.com/Under-Armour-Womens-Authentic-Pants/dp/B018HQO09K,,,,保暖禦寒,單向導溼快乾,,,,,,,,,,
3723,women,2019-09-22,27,Yogalicious High Waist Ultra Soft Lightweight Leggings -? High Rise Yoga Pants,yogalicious,40.99,https://www.amazon.com/Yogalicious-Waist-Ultra-Lightweight-Leggings/dp/B07GQ6GKRH,all/any Spandex,Spandex 11~20%,Polyester Blended,四面彈,反光功能,單向導溼快乾,,,,,,,,,
3724,women,2019-09-22,28,QYQ High Waisted Leggings with Pockets - Workout Leggings for Women Stretch Power Flex Yoga Pants - Full&Capri,qyq,20.49,https://www.amazon.com/QYQ-High-Waisted-Leggings-Pockets/dp/B07W66LX62,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,,,,,,,,,,
3725,women,2019-09-22,29,"CompressionZ High Waisted Women's Leggings - Smart, Flexible Compression for Yoga, Running, Fitness & Everyday Wear",compressionz,27.43,https://www.amazon.com/CompressionZ-High-Waisted-Womens-Leggings/dp/B015QOIFLK,,,,提升運動效能設計,單向導溼快乾,,,,,,,,,,
3726,women,2019-09-22,30,90 Degree By Reflex - Performance Activewear - Printed Yoga Leggings,90degreebyreflex,16.99,https://www.amazon.com/90-Degree-Reflex-Performance-Activewear/dp/B07C1V72NS,Polyester Blended,all/any Spandex,Spandex 11~20%,四面彈,反光功能,Athleisure,單向導溼快乾,,,,,,,,
3727,women,2019-09-22,31,"BALEAF Women's and Girl's Yoga Workout Capris Leggings Side Pocket for 5.5"" Mobile Phone",baleaf,15.71,https://www.amazon.com/BALEAF-Womens-Workout-Capris-Leggings/dp/B07TNQJQYX,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,,Polyester Blended,,,,,,,
3728,women,2019-09-22,32,Women Weight Loss Hot Neoprene Sauna Sweat Pants with Side Pocket Workout Thighs Slimming Capris Leggings Body Shaper,traininggirl,19.99,https://www.amazon.com/Weight-Neoprene-Workout-Slimming-Leggings/dp/B07DLW1S41,Polyester Blended,,,單向導溼快乾,蒸發性涼感,提升運動效能設計,舒適伸展,,,,,,,,
3729,women,2019-09-22,33,NIRLON Jeggings for Women High Waist Tummy Control Jean Leggings with Pockets Plus Size,nirlon,19.99,https://www.amazon.com/NIRLON-Jeggings-Control-Leggings-Pockets/dp/B07N6GN2B2,Polyester Blended,Cotton Blended,Spandex <= 10%,涼爽透氣,保暖禦寒,,,all/any Spandex,,,,,,,
3730,women,2019-09-22,34,SEASUM Women Scrunch Butt Yoga Pants Leggings High Waist Waistband Workout Sport Fitness Gym Tights Push Up,seasum,9,https://www.amazon.com/SEASUM-Scrunch-Leggings-Waistband-Workout/dp/B07C84MLX6,all/any Spandex,Polyester Blended,Spandex <= 10%,一體成型,結構性透氣,羽絨,保暖禦寒,,單向導溼快乾,,,,,,
3731,women,2019-09-22,35,HOFI Women's High Waist Yoga Pants with Pockets Tummy Control Workout Running,hofi,16.99,https://www.amazon.com/HOFI-Pockets-Control-Workout-Running/dp/B07SD4QJ5Y,Polyester Blended,all/any Spandex,Spandex >= 21%,四面彈,涼爽透氣,保暖禦寒,單向導溼快乾,,,,,,,,
3732,women,2019-09-22,36,Colorfulkoala Women's Buttery Soft High Waisted Yoga Pants 7/8 Length Leggings,colorfulkoala,22.49,https://www.amazon.com/Colorfulkoala-Womens-Buttery-Waisted-Leggings/dp/B07PSM1STJ,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,舒適平滑縫合,提升運動效能設計,一體成型,,,,,,,,,
3733,women,2019-09-22,37,Neleus Women's Yoga Capris Tummy Control High Waist Workout Pants,neleus,28.02,https://www.amazon.com/Neleus-Womens-Capris-Control-Workout/dp/B07P7KJBST,Polyester Blended,all/any Spandex,Spandex 11~20%,蒸發性涼感,單向導溼快乾,,,,,,,,,,
3734,women,2019-09-22,38,Yogalicious High Waist Ultra Soft Ankle Length Leggings with Pockets,yogalicious,47.49,https://www.amazon.com/Yogalicious-Waist-Length-Leggings-Pockets/dp/B07JR6568Q,all/any Spandex,Polyester Blended,Spandex 11~20%,四面彈,Athleisure,單向導溼快乾,,,,,,,,,
3735,women,2019-09-22,39,"Persit Women's Premium Yoga Pants with Pockets, Non See-Through Tummy Control 4 Way Stretch High Waist Leggings",persit,18.45,https://www.amazon.com/Persit-Premium-Pockets-See-Through-Leggings/dp/B07JNN4DMC,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,結構性透氣,四面彈,舒適伸展,單向導溼快乾,,涼爽透氣,,,,,,
3736,women,2019-09-22,40,Sunzel High Waist Yoga Capris Tummy Control Workout Running Leggings Out Pocket 4 Way Stretch Yoga Pants,sunzel,10.19,https://www.amazon.com/Sunzel-Control-Workout-Running-Leggings/dp/B07VS26D4P,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,涼爽透氣,單向導溼快乾,四面彈,,,,,,,,
3737,women,2019-09-22,41,"Fengbay Bootcut Yoga Pants, Women's Bootleg Yoga Pants with Pockets Tummy Control 4 Way Stretch Plus Size Yoga Workout Pants",fengbay,11.49,https://www.amazon.com/Fengbay-Bootcut-Bootleg-Pockets-Control/dp/B07RD7H8J8,Polyester Blended,,,舒適伸展,保暖禦寒,單向導溼快乾,四面彈,,提升運動效能設計,,,,,,
3738,women,2019-09-22,42,"HLTPRO High Waist Yoga Pants for Women - Non See Through Tummy Control Yoga Leggings with Pockets for Workout, Running",hltpro,20.99,https://www.amazon.com/HLTPRO-High-Waist-Pants-Women/dp/B07RTXMK9N,Polyester Blended,Spandex <= 10%,all/any Spandex,一體成型,涼爽透氣,單向導溼快乾,,,,,,,,,
3739,women,2019-09-22,43,Zeronic Women's High Waist Yoga Legging with Both Side Pockets Running Leggings 4 Way Stretch Workout Pants,zeronic,19.99,https://www.amazon.com/Zeronic-Legging-Pockets-Running-Leggings/dp/B07T4GR6GK,Polyamide(Nylon) Blended,all/any Spandex,Polyester Blended,四面彈,,,,,,,,,,,
3740,women,2019-09-22,44,NIKE Women's,nike,54.21,https://www.amazon.com/NIKE-AH3362-P-Womens/dp/B07DL29FQB,Cotton Blended,Spandex <= 10%,all/any Spandex,,,,,,,,,,,,
3741,women,2019-09-22,45,Women's High Waist Active Energy Leggings Slimming Seamless Compression Fit Pants Workout Tights Tummy Control,seasum,15.99,https://www.amazon.com/Leggings-Slimming-Seamless-Compression-Workout/dp/B07H8VRJSK,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,一體成型,結構性透氣,羽絨,,保暖禦寒,舒適伸展,,,,,
3742,women,2019-09-22,46,ODODOS Power Flex Yoga Pants Tummy Control Workout Leggings 4 Way Stretch Yoga Pants With Pockets,ododos,14.98,https://www.amazon.com/ODODOS-Control-Workout-Leggings-Stretch/dp/B071Y4CY9G,Polyester Blended,all/any Spandex,Polyamide(Nylon) Blended,單向導溼快乾,四面彈,抗菌功能,,,,,,,,,
3743,women,2019-09-22,47,MYoga Women's High Waist Yoga Pants Workout Running Capri Leggings Active Athletic Leggings with Side Pockets,myoga,11.99,https://www.amazon.com/MYoga-Workout-Running-Leggings-Athletic/dp/B07C4LQFRN,all/any Spandex,Polyester Blended,,四面彈,,,,,,,,,,,
3744,women,2019-09-22,48,"SERHOM Yoga Pants, High Waist Tummy Control Workout Women Yoga Leggings with Pockets",serhom,23.89,https://www.amazon.com/SERHOM-Control-Workout-Leggings-Pockets/dp/B07NTXNSSX,,,,單向導溼快乾,蒸發性涼感,抗菌功能,,,,,,,,,
3745,women,2019-09-22,49,"90 Degree By Reflex High Waist Squat Proof Tummy Control 22"" Interlink Capris",90degreebyreflex,19.99,https://www.amazon.com/90-Degree-Reflex-Control-Interlink/dp/B07BR243H4,Polyester Blended,all/any Spandex,Spandex >= 21%,Athleisure,防水,反光功能,涼爽透氣,,,,,,,,
3746,women,2019-09-22,50,GILLYA Booty Yoga Pants Women High Waisted Ruched Butt Lift Textured Tummy Control Scrunch Leggings,gillya,10.27,https://www.amazon.com/GILLYA-Waisted-Textured-Control-Leggings/dp/B07T9BXR29,Spandex <= 10%,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,結構性透氣,涼爽透氣,單向導溼快乾,,四面彈,Athleisure,,提升運動效能設計,,,
3747,women,2019-09-22,51,BALEAF Women's Ankle Legging Athletic Yoga Hiking Workout Running Pants Inner Pocket Non See-Through Fabric,baleaf,16.59,https://www.amazon.com/BALEAF-Legging-Athletic-Workout-See-Through/dp/B07X93GZ4R,Spandex 11~20%,Cotton Blended,Polyester Blended,涼爽透氣,人體工學舒適設計,四面彈,單向導溼快乾,all/any Spandex,舒適平滑縫合,,Polyamide(Nylon) Blended,,,,
3748,women,2019-09-22,52,TSLA Yoga Pants Mid-Waist/High-Waist Tummy Control w Pocket Series,tesla,13.48,https://www.amazon.com/TSLA-Mid-Waist-High-Waist-Control-Pocket/dp/B07TJ5XYH7,all/any Spandex,Polyamide(Nylon) Blended,,蒸發性涼感,涼爽透氣,抗紫外線,單向導溼快乾,,,,,,,,
3749,women,2019-09-22,53,"Colorfulkoala Women's High Waisted Yoga Capris 21"" Inseam Leggings with Pockets",colorfulkoala,23.99,https://www.amazon.com/Colorfulkoala-Womens-Waisted-Leggings-Pockets/dp/B07PDC3N9N,Polyester Blended,all/any Spandex,Spandex >= 21%,舒適平滑縫合,一體成型,,,,,,,,,,
3750,women,2019-09-22,54,RUNNING GIRL Ombre Seamless Gym Leggings Power Stretch High Waisted Yoga Pants for Women Running Workout Leggings,runninggirl,22.48,https://www.amazon.com/RUNNING-GIRL-Seamless-Leggings-Stretch/dp/B07L1G97R7,,,,舒適伸展,一體成型,涼爽透氣,單向導溼快乾,,四面彈,,,,,,
3751,women,2019-09-22,55,Women's Yoga Pants Long Modal Comfy Drawstring Trousers Loose Straight-Leg for Yoga Running Sporting with Pockets,jorlyen,18.99,https://www.amazon.com/Drawstring-Trousers-Straight-Leg-Running-Sporting/dp/B07M6YGJNM,all/any Spandex,Spandex <= 10%,Modal Blended,涼爽透氣,環保訴求,,,Green Cellulose,,,Rayon Blended,,,,
3752,women,2019-09-22,56,"AFITNE Women’s High Waist Yoga Pants with Pockets, Tummy Control Workout Running 4 Way Stretch Yoga Leggings",afitne,19.94,https://www.amazon.com/AFITNE-Pockets-Control-Workout-Leggings/dp/B07JBC64WT,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,舒適伸展,涼爽透氣,抗菌功能,單向導溼快乾,,四面彈,,,,,,
3753,women,2019-09-22,57,adidas Originals Women's Trefoil Tights,adidas,58.81,https://www.amazon.com/adidas-Originals-Womens-Trefoil-Tights/dp/B07FL9KRGY,Cotton Blended,,,,,,,,,,,,,,
3754,women,2019-09-22,58,TSLA Active Bike Running Yoga Shorts Side/Hidden Pocket Series,tesla,11.48,https://www.amazon.com/TSLA-Active-Running-Shorts-Hidden/dp/B07MDK5LWG,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
3755,women,2019-09-22,59,Sunzel Yoga Pants for Women Mid&High Waist Tummy Control Workout Leggings,sunzel,12.49,https://www.amazon.com/Sunzel-Pants-Control-Workout-Leggings/dp/B07Q4H9YWT,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,四面彈,,,,Polyester Blended,,,,,,,
3756,women,2019-09-22,60,HOFI High Waist Yoga Pants for Women Side & Inner Pockets with Tummy Control Sports Leggings,hofi,16.99,https://www.amazon.com/HOFI-Pockets-Control-Sports-Leggings/dp/B07SD3WK7B,Spandex >= 21%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,單向導溼快乾,,,,,,,,,
3757,women,2019-09-22,61,ODODOS Power Flex High-Waist Yoga Pants Tummy Workout Running Pant with Hidden Pocket,ododos,15.48,https://www.amazon.com/ODODOS-High-Waist-Workout-Running-Hidden/dp/B077GMTKV9,Polyester Blended,all/any Spandex,Polyamide(Nylon) Blended,單向導溼快乾,四面彈,抗菌功能,,,,,,,,,
3758,women,2019-09-22,62,Kamots Beauty Butt Lifting Leggings High Waisted Women Cellulite Stretchy Workout Yoga Pants,kamotsbeauty,13.98,https://www.amazon.com/Kamots-Beauty-Leggings-Cellulite-Stretchy/dp/B07T7J869Q,Polyester Blended,Spandex <= 10%,all/any Spandex,涼爽透氣,,,,,,,,,,,
3759,women,2019-09-22,63,ESPIDOO High Waist Yoga Pants with Pockets for Women Tummy Control Non See-Through 4 Way Stretch Yoga Leggings,espidoo,14.99,https://www.amazon.com/ESPIDOO-Pockets-Control-See-Through-Leggings/dp/B07S9V7FSW,Spandex >= 21%,all/any Spandex,Polyester Blended,四面彈,,,,,,,,,,,
3760,women,2019-09-22,64,Leggings for Women Valandy High Waisted Tummy Control Workout Running Yoga Pants Plus Size & One Size,valandy,22.99,https://www.amazon.com/Leggings-Valandy-Waisted-Control-Workout/dp/B07VSLMNC1,all/any Spandex,Polyester Blended,Spandex <= 10%,涼爽透氣,單向導溼快乾,,,,,,,,,,
3761,women,2019-09-22,65,"Yogalicious 22"" High Waist Yoga Capris - Yoga Leggings - Yoga Capris for Women",yogalicious,27.49,https://www.amazon.com/Yogalicious-High-Waist-Yoga-Capris/dp/B01MR5VZS5,Polyester Blended,all/any Spandex,Spandex 11~20%,單向導溼快乾,Athleisure,反光功能,,,,,,,,,
3762,women,2019-09-22,66,Neleus Women's Tummy Control High Waist Leggings with Pockets,neleus,28.38,https://www.amazon.com/Neleus-Womens-Control-Leggings-Pockets/dp/B07KQ7846N,Polyester Blended,all/any Spandex,Spandex 11~20%,蒸發性涼感,四面彈,涼爽透氣,單向導溼快乾,,,,,,,,
3763,women,2019-09-22,67,Aoxjox Yoga Pants for Women High Waisted Gym Sport Ombre Seamless Leggings,aoxjox,23.99,https://www.amazon.com/Aoxjox-Pants-Waisted-Seamless-Leggings/dp/B07HGS45J8,Polyester Blended,Spandex <= 10%,all/any Spandex,一體成型,涼爽透氣,單向導溼快乾,,Polyamide(Nylon) Blended,,,,,,,
3764,women,2019-09-22,68,Under Armour Women's HeatGear Armour Graphic Leggings,underarmour,37.41,https://www.amazon.com/Under-Armour-HeatGear-Graphic-Leggings/dp/B07QLNXCFS,Spandex 11~20%,all/any Spandex,Polyester Blended,舒適平滑縫合,人體工學舒適設計,單向導溼快乾,四面彈,,,,,,,,
3765,women,2019-09-22,69,"GoldFin Women's Wetsuit Shorts Pants, 2mm Neoprene Shorts Keep Warm for Diving Snokeling Swimming Surfing Scuba Pants with Pocket, BS003",goldfin,23.49,https://www.amazon.com/GoldFin-Wetsuit-Neoprene-Snokeling-Swimming/dp/B07CNFB3GN,Polyamide(Nylon) Blended,,,提升運動效能設計,涼爽透氣,抗紫外線,舒適平滑縫合,,防水,,,,,,
3766,women,2019-09-22,70,NIRLON Bootcut Yoga Pants High Waist Black Workout Leggings for Women Plus Size,nirlon,19.99,https://www.amazon.com/NIRLON-Bootcut-Pants-Workout-Leggings/dp/B07VN8H8X7,Polyester Blended,Cotton Blended,Spandex <= 10%,涼爽透氣,保暖禦寒,提升運動效能設計,,all/any Spandex,,,,,,,
3767,women,2019-09-22,71,Baleaf Women's Fleece Lined Leggings Yoga Pants Inner Pocket,baleaf,24.99,https://www.amazon.com/Baleaf-Womens-Fleece-Leggings-Pocket/dp/B075FQYX9L,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,保暖禦寒,單向導溼快乾,舒適平滑縫合,,刷毛布,舒適伸展,,,,,
3768,women,2019-09-22,72,Witkey Printed Extra Long Women Yoga Leggings High Waist Tummy Control Over The Heel Yoga Pants,witkey,15.99,https://www.amazon.com/Witkey-Printed-Women-Leggings-Control/dp/B07C8GJ8MH,,,,提升運動效能設計,涼爽透氣,單向導溼快乾,,,,,,,,,
3769,women,2019-09-22,73,"TSLA Shorts 3"" Bike Running Yoga w Hidden Pockets FYS01/FYP01",tesla,11.48,https://www.amazon.com/TSLA-Shorts-Running-Hidden-Pockets/dp/B07MR817R2,all/any Spandex,Polyester Blended,,涼爽透氣,單向導溼快乾,,,,,,,,,,
